M4 logit (natural),M4 logit (balanced),M4 logit (smote),RF (natural),RF (balanced),GBM (natural),XGB (natural),XGB (scale_pos_weight)
0.09214484006673254,0.41082358942129316,0.2964469483094524,0.06879734828397001,0.2256116209360554,0.04482991663439263,0.04091923255473375,0.12233030702918768
0.09704147955931709,0.22800994802359736,0.3505206071347889,0.13449851310427116,0.2130365726979142,0.011489437045075735,0.03132702745497227,0.03062872737646103
0.12884160760856028,0.5153532476139703,0.36341687806985085,0.08596292927154896,0.25526145722265525,0.07988980115218175,0.04875424019992351,0.18502727523446083
0.09127598362714409,0.4165136776464521,0.2959267233870912,0.05072393740933674,0.20655712502207652,0.0426265706049933,0.035162005573511124,0.11202713400125504
0.14931366051191325,0.5731167771499388,0.3943463041992577,0.18051096442022221,0.42132974998891115,0.1232074324493216,0.17567952424287797,0.5230659574270249
0.04432942691356268,0.2762300873916682,0.12454149081277029,0.09330657622378151,0.25813761871009633,0.06865275123419895,0.07705231998115777,0.2229019556194544
0.07609928860696247,0.2604821406197114,0.24728742515713278,0.09175856309207106,0.21663721388904897,0.022376868903379123,0.052876269444823265,0.10225166995078325
0.42499813057570834,0.7208723680237064,0.8228819290217547,0.327319863135993,0.6338176912314537,0.32362036258981447,0.3983657702803612,0.7054031372070313
0.03635913625543593,0.23724757912597436,0.0950770145244522,0.12468518499118528,0.23003163711715305,0.2632458663894616,0.12627468146383763,0.24209121465682984
0.12798449775096438,0.4788094385837206,0.4224958154148866,0.1238596676912516,0.3076291096340006,0.03692234309079205,0.0484367311000824,0.09950921386480331
0.1455150095300825,0.5315848424883389,0.39792369622552337,0.12097222190929786,0.3335334916661684,0.1241908830786953,0.11718060821294785,0.32288287580013275
0.1921437658426636,0.6001273426034892,0.531936519097173,0.1980174734503511,0.4132970582497518,0.12025499732165798,0.17006915509700776,0.37240128964185715
0.42291752126111615,0.832317635959735,0.8211179125067117,0.427685493024187,0.6258809391946507,0.29990596177347456,0.36267919540405275,0.51795754134655
0.11743531263718916,0.5287446002601145,0.27950267574534016,0.1520024946408403,0.3221271988860272,0.13028172200825866,0.1496059624478221,0.3444266188889742
0.07136394554222793,0.3765457115943433,0.2447649882407089,0.11691088698418048,0.28000681561165724,0.10580894022373273,0.09466390646994113,0.27259005382657053
0.04884295534891916,0.1551216932126702,0.1527472292288376,0.06489465570159403,0.1398779780088894,0.029091665326394085,0.029362758994102477,0.05890987599268556
0.1195575989350695,0.470241582249984,0.3672295744845703,0.23888337777410315,0.45195158702154065,0.38864952563605415,0.26768471822142603,0.5871970072388649
0.5086530087812511,0.775122335611466,0.8641570639681799,0.46018771512261275,0.709332103436711,0.6304475355470402,0.693080747127533,0.8819205105304718
0.04252222365762,0.21614240989867234,0.13863003578153804,0.058005321795091394,0.1404983926371681,0.023693355066176622,0.02880092253908515,0.04013265427201986
0.32085009341718174,0.7422920911951331,0.7125664008254079,0.221570886789412,0.44352807383102427,0.1419143887598467,0.19890834018588066,0.44749296456575394
0.14986935506743793,0.5601147088215799,0.4883351433256551,0.15133841403009185,0.37598529729899255,0.15925161238566185,0.18529049158096314,0.4312509149312973
0.2213842795894561,0.6779869030522155,0.5637594165928302,0.25216407414860176,0.4302951460351676,0.0968760219553034,0.11081796325743198,0.2409071572124958
0.14819944440532407,0.5287022791894986,0.4331972808280212,0.18407200756976294,0.33949335705484296,0.18532318640135906,0.1475512322038412,0.30997758358716965
0.11538575073737412,0.3101479041629344,0.3632859216335449,0.1489639102083002,0.4080461509713308,0.13992119372076633,0.14697395712137223,0.3641233965754509
0.19493484997432564,0.4654095381959794,0.5348874340648099,0.17062602355830989,0.42293260769088575,0.17669201887452676,0.21821625605225564,0.5298788040876389
0.09331367255799601,0.3786318373346004,0.29290375097933097,0.06423495090603705,0.13419891377985546,0.013892230959910773,0.021526348311454058,0.02552859503775835
0.3239001201180626,0.6053522095012128,0.7271599806787957,0.32763429016081036,0.5339621947723245,0.4256327243026369,0.282628969848156,0.6051656126976013
0.2783201162214183,0.5621168206481111,0.6200717956084797,0.2696738979931118,0.560095611105097,0.24238283458553492,0.27405206859111786,0.5973166704177857
